CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,EstimatedSalary
15625759,Rowley,729,France,Male,30,9,151869.35
15622897,Sharpe,646,France,Female,46,4,"932,51.42"
15767954,Osborne,635,Germany,Female,28,3,156791.36
15757535,Heap,647,Spain,Female,44,5,174205.22
15731511,Ritchie,808,France,Male,45,7,147132.46
15809248,Cole,524,France,Female,36,10,109614.57
15640635,Capon,769,France,Male,29,8,172290.61
15676966,Capon,730,Spain,Male,42,4,"859,82.47"
15699461,Fiorentini,515,Spain,Male,35,10,121277.78
15738721,Graham,773,Spain,Male,41,9,"645,95.25"
15693683,Yuille,814,Germany,Male,29,8,197276.13
15604348,Allard,710,Spain,Male,22,8,"996,45.04"
15633059,Fanucci,413,France,Male,34,9,"653,4.18"
15808582,Fu,665,France,Female,40,6,161848.03
15743192,Hung,623,France,Female,44,6,167162.43
15580146,Hung,738,France,Male,31,9,"419,70.72"
15776605,Bradley,528,Spain,Male,36,7,"605,36.56"
15804919,Dunbabin,670,Spain,Female,65,1,177655.68
15613854,Mauldon,622,Spain,Female,46,4,"309,84.59"
15599195,Stiger,582,Germany,Male,32,1,"100,54.53"
15812878,Parsons,785,Germany,Female,36,2,"369,76.52"
15602312,Walkom,605,Spain,Male,33,5,"718,62.79"
15744689,T'ang,479,Germany,Male,35,9,"994,49.86"
15803526,Eremenko,685,Germany,Male,30,3,"630,82.88"
15665790,Rowntree,538,Germany,Male,39,7,"272,31.26"
15715951,Thorpe,562,France,Male,42,2,"867,97.41"
15591100,Chiemela,675,Spain,Male,36,9,"229,94.32"
15609618,Fanucci,721,Germany,Male,28,9,101300.94
15675522,Ko,628,Germany,Female,30,9,"741,69.13"
15705512,Welch,668,Germany,Female,37,6,115638.29
15698028,Duncan,506,France,Female,41,1,"317,66.3"
15661670,Chidozie,524,Germany,Female,31,8,199725.39
15600781,Wu,699,Germany,Male,34,4,120834.48
15682472,Culbreth,828,France,Male,34,8,"381,31.77"
15580203,Unknown_2,674,Spain,Male,,6,9999999.00
15690673,Cameron,656,France,Female,39,6,141069.88
15760085,Calabresi,684,Germany,Female,48,10,198129.36
15779659,Zetticci,625,France,Female,28,3,183646.41
15627360,Fuller,432,France,Male,42,9,110265.24
15671137,MacDonald,549,France,Female,52,1,"863,6.05"
15782688,Piccio,625,Germany,Male,56,0,"468,24.08"
15575492,Kennedy,828,France,Female,41,7,171378.77
15591607,Fernie,770,France,Male,24,9,167256.35
15740404,He,758,France,Female,34,3,124226.16
15718369,Kaodilinakachukwu,795,Germany,Female,33,9,114935.21
15677871,Cocci,687,France,Male,38,9,"356,08.88"
15642004,Alekseeva,686,France,Male,25,1,"164,59.37"
15712543,Chinweike,789,Germany,Male,39,7,124411.08
15584518,Arthur,589,Germany,Female,50,5,"349,41.23"
15802381,Li,461,Germany,Female,34,5,167784.28
15610156,Ma,637,France,Male,40,2,"931,65.34"
15594408,Chia,584,Spain,Female,48,2,"751,61.25"
15640905,Vasin,579,Spain,Female,35,1,"859,0.83"
15698932,Groves,756,Germany,Male,44,10,189543.90
15724944,Tien,663,France,Male,34,7,180427.24
15628145,Forwood,682,France,Female,43,5,193318.33
15713483,Greeves,793,Spain,Male,52,2,159123.82
15612350,Taylor,691,France,Female,31,5,126213.84
15800703,Madukwe,485,Spain,Female,21,5,"541,41.5"
15705707,Bennelong,635,Spain,Female,29,8,141075.51
15754105,Olisanugo,650,France,Male,37,5,"244,95.03"
15703264,Chukwufumnanya,735,France,Male,44,9,"748,36.34"
15794413,Harris,416,France,Male,32,0,"878,.87"
15650237,Morgan,754,Spain,Female,32,7,"895,20.75"
15759618,Alexeeva,535,France,Female,48,9,149892.79
15811589,Metcalfe,716,Spain,Male,42,8,180800.42
15689044,Humphries,539,France,Male,37,2,"986,46.22"
15709368,Milne,614,France,Female,43,6,109041.53
15679145,Chou,706,Spain,Male,57,7,"179,41.16"
15655007,Li,758,France,Female,33,7,"829,96.47"
15623595,Clayton,586,Spain,Female,28,2,"920,67.35"
15589975,Maclean,646,France,Female,73,6,104719.66
15804017,Chigolum,631,Germany,Female,33,4,112687.57
15692132,Wilkinson,717,Spain,Female,22,6,"846,99.56"
15641122,Wei,684,France,Male,30,2,"834,73.82"
15630910,Treacy,800,France,Female,49,7,"471,25.11"
15680772,Hu,721,Spain,Female,36,2,106977.80
15658929,Taverner,683,Spain,Male,29,0,"555,82.54"
15585388,Sherman,660,Germany,Male,31,9,139874.43
15724623,Taubman,704,Germany,Female,24,7,162503.48
15588537,Robinson,615,Spain,Female,41,9,196499.96
15574692,Pinto,667,Spain,Female,39,2,"407,21.24"
15611325,Wood,682,Germany,Male,24,9,"531,34.3"
15587562,Hawkins,484,France,Female,29,4,164017.89
15613172,Sun,628,Germany,Male,27,5,155996.96
15651022,Yost,480,Germany,Male,44,10,"547,2.7"
15586310,Ting,578,France,Male,30,4,112187.11
15625524,Rowe,512,France,Male,40,5,146457.83
15755209,Fu,484,Spain,Female,35,7,"272,86.1"
15645248,Ho,510,France,Female,30,0,130553.47
15790355,Okechukwu,606,Germany,Male,36,5,179351.89
15762615,Campbell,597,Spain,Female,40,8,"947,74.12"
15625426,Ashbolt,754,Germany,Female,55,3,"808,0.85"
15716334,Rozier,850,Spain,Female,45,2,"194,82.5"
15789669,Hsia,510,France,Male,65,2,"480,71.61"
15621075,Ogbonnaya,778,Germany,Female,45,1,174531.27
15810845,T'ang,636,France,Male,42,2,"554,70.78"
15719377,Cocci,804,France,Female,50,4,"854,6.87"
15654506,Chang,514,France,Male,32,8,"958,57.18"
15771977,T'ao,730,France,Female,39,1,194945.80
15708710,Ford,525,Spain,Female,37,0,131521.72
15726676,Marshall,616,Spain,Male,30,5,196108.51
15587421,Tsai,687,Germany,Female,34,7,148564.76
15726931,Onwumelu,715,France,Female,41,8,"929,82.61"
15771086,Graham,512,France,Female,36,3,"176,75.36"
15756850,Golovanov,479,France,Male,40,1,114996.43
15702741,Potts,601,France,Male,32,8,"869,57.42"
15679200,Crawford,580,Spain,Male,29,9,128077.80
15594815,Aleshire,807,France,Male,35,3,"600,.36"
15635905,Moran,616,Spain,Female,32,6,"430,01.46"
15777892,Samsonova,721,Germany,Male,37,3,158591.12
15656176,Jenkins,501,France,Male,57,10,"478,47.19"
15811127,Volkov,521,France,Male,35,6,"104,88.44"
15604482,Chiemezie,850,Spain,Male,30,2,"597,8.2"
15622911,Jude,759,France,Male,42,4,121409.06
15600974,He,516,Spain,Male,50,5,146145.93
15727868,Onuora,711,France,Female,38,2,"143,74.86"
15627801,Ginikanwa,512,Spain,Male,33,3,"946,70.77"
15773039,Ku,550,France,Male,37,3,179670.31
15755262,McDonald,608,Spain,Female,41,3,199304.74
15679531,Collins,618,France,Male,34,5,151954.39
15684181,Hackett,643,France,Male,45,5,142513.50
15612087,Dike,671,France,Male,45,2,158264.62
15752047,Trevisano,689,Germany,Male,33,2,169381.90
15624592,Tan,603,France,Male,31,8,169915.02
15573152,Glassman,620,France,Female,41,9,"888,52.47"
15594917,Miller,676,France,Female,34,1,"406,45.81"
15785542,Kornilova,572,Germany,Male,26,4,"604,27.3"
15723488,Watson,668,Germany,Male,47,7,157959.02
15680920,Marchesi,695,France,Male,46,7,133007.34
15786308,Millar,730,Spain,Female,33,9,176576.62
15659366,Shih,807,France,Male,43,1,"348,88.04"
15774854,Fuller,592,France,Male,54,8,"287,37.71"
15725311,Hay,726,France,Female,31,9,"981,78.57"
15787155,Yang,514,Spain,Male,30,7,125010.24
15727829,McIntyre,567,France,Male,42,2,167984.61
15733247,Stevenson,850,France,Male,33,10,"486,1.72"
15568748,Poole,671,Germany,Male,45,6,108872.45
15699029,Bagley,670,France,Male,37,4,198252.88
15774393,Ch'ien,694,France,Female,30,9,"269,60.31"
15676895,Cattaneo,547,Germany,Female,39,6,"857,46.52"
15637753,O'Sullivan,751,Germany,Male,50,2,"772,06.25"
15605461,Lucas,594,Germany,Female,29,3,"610,48.53"
15808473,Ringrose,673,France,Male,72,1,111981.19
15627000,Freeman,610,France,Male,40,0,"622,32.6"
15787174,Sergeyev,512,France,Female,37,1,156105.03
15723886,Fiore,767,Germany,Male,20,3,150135.38
15704769,Smith,585,France,Female,67,5,"931,46.11"
15772896,Dumetochukwu,763,Germany,Male,42,6,"334,62.94"
15711540,Pacheco,712,France,Female,29,2,144375.00
15764866,Synnot,539,Germany,Female,43,3,"558,03.96"
15794056,Johnston,668,France,Female,46,2,"890,48.46"
15795149,Stevens,703,France,Male,28,2,162812.16
15812009,Grant,662,Spain,Male,38,4,136259.65
15651001,Tsao,725,Germany,Female,39,5,124052.97
15813844,Barnes,703,France,Male,37,8,"741,58.8"
15596175,McIntosh,659,Germany,Male,67,6,"450,71.09"
15576269,Madison,523,Spain,Male,34,7,"620,30.06"
15797219,Ifesinachi,635,France,Female,40,10,131953.23
15685500,Glazkov,772,Germany,Male,26,7,"794,14.0"
15599792,Dimauro,545,France,Female,26,1,199638.56
15657566,Wieck,634,Germany,Male,24,8,157577.29
15772423,Liao,739,Germany,Male,54,8,134420.75
15628112,Hughes,771,Germany,Female,36,5,"998,05.99"
15753754,Morrison,587,Spain,Female,34,1,"979,32.68"
15793726,Matveyeva,681,France,Female,79,0,170968.99
15694717,Ku,544,Germany,Male,37,2,"575,58.95"
15665834,Cheatham,696,Spain,Male,28,8,176713.47
15765297,Yao,766,Spain,Male,41,0,"342,83.23"
15636684,Kirkland,727,France,Male,34,10,198637.34
15592979,Rose,671,Germany,Female,34,6,156917.12
15750803,Jess,693,France,Female,30,6,"504,57.2"
15607178,Welch,850,Germany,Male,38,3,140075.55
15713853,Ifeajuna,732,Germany,Male,42,9,"653,23.11"
15673481,Morton,726,Spain,Female,48,6,"643,23.24"
15686776,Rossi,557,France,Female,32,6,"149,56.44"
15673693,Reppert,682,France,Female,26,0,111879.21
15700696,Kang,738,Spain,Male,31,9,"186,06.23"
15813163,Ch'iu,531,Spain,Female,36,9,123137.01
15653857,Wallis,498,France,Male,34,2,148528.24
15777076,Clark,651,France,Male,36,7,"138,98.31"
15717398,Fielding,549,Spain,Female,39,7,"812,59.25"
15799217,Zetticci,791,Germany,Female,35,7,161051.75
15787071,Dulhunty,650,Spain,Male,41,9,191599.67
15619955,Bevington,733,Germany,Male,34,3,"485,59.19"
15796505,Boyle,811,Germany,Female,34,1,186339.74
15725166,Newton,707,France,Male,30,8,"331,59.37"
15800116,Bowman,712,Germany,Male,28,4,"938,83.53"
15758685,Dubinina,706,Spain,Female,37,7,110899.30
15694456,Toscani,756,France,Male,62,3,"111,99.04"
15767339,Chiazagomekpere,777,France,Female,53,10,189992.97
15683562,Allen,646,France,Male,35,6,164255.69
15782210,K'ung,714,France,Male,46,1,152167.79
15668893,Wilsmore,782,France,Male,39,8,"339,49.67"
15669169,Hargreaves,775,Spain,Male,29,10,"681,43.93"
15643024,Huang,479,Germany,Male,35,4,"472,51.79"
15699389,Ch'ien,807,France,Male,42,7,"258,85.72"
15708608,Wallwork,799,France,Female,22,8,192633.85
15626144,Chu,675,France,Male,40,7,"345,77.36"
15573112,Kang,602,Spain,Male,29,5,161229.84
15790678,Davidson,475,France,Female,32,8,100816.29
15727556,O'Donnell,744,Spain,Female,26,5,181694.44
15697307,Nnachetam,588,Spain,Male,34,10,"790,78.91"
15652266,Chidiebele,703,Germany,Male,42,9,137316.32
15607098,Ahmed,747,Spain,Female,41,5,194926.86
15655774,Booth,583,France,Male,27,7,"512,85.49"
15590241,Chuang,750,Spain,Female,34,9,150401.53
15785819,Shao,681,France,Male,38,3,112491.96
15723654,Tsao,773,France,Male,25,2,"736,56.38"
15774510,Tien,714,France,Female,31,4,106636.89
15684173,Chang,687,Spain,Female,44,7,155853.52
15650068,Johnson,511,France,Male,58,0,162599.51
15811490,French,627,France,Male,33,5,103737.82
15803976,Efremov,694,France,Female,31,10,160990.27
15682541,Hartley,616,Spain,Female,36,6,"154,62.84"
15695699,Calabrese,687,France,Male,35,8,"103,34.05"
15624188,Chiu,712,France,Female,33,6,190686.16
15812191,Brennan,553,France,Male,33,4,"944,40.45"
15636673,Onwuatuegwu,667,France,Male,31,1,"282,57.63"
15594898,Hewitt,731,France,Male,43,2,170034.95
15660211,Shih,629,Germany,Male,35,7,"318,24.29"
15773972,Balashov,614,France,Male,50,4,127166.49
15746726,Doyle,438,Germany,Male,31,8,"449,37.01"
15712287,Pokrovskii,652,France,Female,80,4,188603.07
15702919,Collins,729,Germany,Male,30,6,145111.37
15674398,Russo,642,France,Male,38,3,171463.83
15797960,Skinner,806,Germany,Female,59,0,182822.50
15631868,Robertson,744,Spain,Male,36,2,"872,13.33"
15581539,Atkinson,474,Spain,Male,37,3,"571,75.32"
15662736,Doyle,559,France,Male,49,2,120540.83
15666252,Ritchie,706,Spain,Male,42,9,"287,14.34"
15677512,McEncroe,628,Spain,Female,22,3,"854,26.28"
15626114,Pearson,429,France,Male,24,4,"461,70.75"
15810834,Gordon,525,Spain,Female,57,2,"644,48.36"
15678910,Ts'ai,680,France,Female,30,8,"162,78.97"
15694408,Lung,749,France,Male,40,1,182855.42
15585215,Yuan,763,France,Female,31,4,"504,04.72"
15682757,Pardey,734,France,Male,30,3,107640.25
15736601,Tai,716,France,Male,35,4,134132.65
15601848,Scott,594,France,Male,35,2,103480.69
15736008,Hunter,644,France,Female,46,9,108761.05
15669064,Mazzanti,671,Germany,Male,35,1,179012.30
15624528,L?,664,Germany,Male,26,7,"951,45.14"
15598493,Beach,656,France,Male,50,7,"721,43.44"
15601274,Hsieh,667,Spain,Female,40,1,"191,62.89"
15702669,Faulkner,663,Germany,Male,44,2,144680.18
15728669,Knowles,584,Germany,Female,30,8,177772.03
15742668,Day,626,Spain,Female,37,6,"559,7.94"
15697441,Hsueh,485,France,Male,29,7,116828.51
15740476,Tsao,659,Germany,Female,32,3,174652.51
15648064,Kennedy,649,France,Male,33,2,"201,0.98"
15636624,Nwabugwu,805,Spain,Female,39,5,"141,09.85"
15807923,Young,716,Germany,Female,39,10,"435,27.4"
15745844,Kerr,642,Germany,Female,40,6,"860,99.23"
15786170,Tien,659,France,Male,31,4,161574.19
15681081,Marrero,545,Spain,Female,47,5,"389,70.14"
15684484,White,543,France,Male,22,8,127587.22
15785869,Pisano,718,France,Female,25,7,"303,80.12"
15763859,Brown,840,France,Female,43,7,"909,08.95"
15658935,Freeman,630,Germany,Female,34,9,138275.01
15747358,Russell,643,Germany,Male,59,3,"321,71.79"
15735203,Seleznyov,654,Germany,Female,32,1,126143.23
15576256,Yusupova,582,France,Male,39,5,129892.93
15659420,Foley,659,Spain,Male,32,3,102416.84
15593365,Shih,762,Spain,Male,39,2,"187,19.67"
15777352,Ikedinachukwu,568,Spain,Female,32,7,"619,36.22"
15812007,Power,670,Spain,Male,25,6,"783,58.94"
15625461,Amos,613,France,Female,45,1,147224.27
15739438,Reed,539,France,Male,30,0,160979.66
15611759,Simmons,850,Spain,Female,57,8,132298.49
15661629,Ricci,522,Spain,Male,34,9,174248.52
15633950,Yen,737,France,Male,41,1,123547.28
15592386,Campbell,520,France,Male,58,3,"327,90.02"
15803716,West,706,Spain,Male,28,3,181543.67
15696674,Robinson,643,Germany,Female,45,2,"231,9.96"
15706365,Bianchi,648,France,Female,50,9,189543.19
15745088,Chen,443,Germany,Female,29,9,"109,40.4"
15676715,Madukaego,640,France,Male,68,9,199493.38
15613085,Ibrahimova,628,Spain,Female,33,3,188193.25
15633537,Nolan,540,Germany,Female,42,9,172572.64
15594720,Scott,460,Germany,Female,35,8,189339.60
15684042,Blair,636,Germany,Male,34,2,"535,12.16"
15583303,Monaldo,593,France,Female,29,2,"340,04.44"
15611579,Sutherland,801,Spain,Male,42,4,"105,98.29"
15774696,Cole,640,Germany,Female,75,1,113428.77
15694506,Briggs,611,Germany,Male,31,0,183487.98
15688074,Gregory,802,Germany,Male,31,1,187658.09
15759537,Bianchi,717,Germany,Male,35,7,172459.39
15758449,Angelo,769,France,Female,39,8,"210,16.0"
15583456,Gardiner,745,Germany,Male,45,10,122381.02
15667871,Kerr,572,Spain,Male,35,4,128123.66
15677371,Ko,629,Spain,Female,30,2,"195,70.63"
15629677,Distefano,687,Spain,Female,39,2,188150.60
15713578,Farrell,483,France,Female,50,9,111020.24
15591509,Milano,690,France,Male,36,7,123775.15
15568240,Ting,492,Germany,Female,30,10,146700.22
15622993,Boyd,709,Germany,Male,28,8,145251.35
15689294,Onyemaechi,705,Germany,Male,44,3,"824,63.69"
15720910,Black,560,France,Female,66,9,"159,28.49"
15721181,Oliver,611,Spain,Male,46,6,"458,86.33"
15776433,Greco,730,Spain,Male,62,2,186489.95
15748936,Whitehead,709,Spain,Female,45,2,162922.65
15717225,Ikemefuna,544,France,Female,21,10,"926,2.77"
15685226,Morrison,712,Germany,Female,29,7,"849,32.4"
15785611,Onyeoruru,752,Germany,Male,38,3,"715,57.12"
15573456,Cunningham,648,Spain,Male,46,9,"774,05.95"
15684548,Demidov,556,Spain,Male,38,8,"417,.41"
15620505,Celis,594,Spain,Female,24,0,"714,05.17"
15807432,Cheng,645,Germany,Female,37,2,153400.24
15584766,Knight,557,France,Male,33,3,"371,.05"
15612187,Morin,547,Germany,Male,32,8,"677,89.99"
15762218,Mills,701,France,Female,39,9,145894.90
15646372,Outhwaite,616,France,Female,66,1,183840.51
15690452,Tung,605,France,Male,52,1,108887.44
15747795,Pai,593,Germany,Female,38,4,154071.27
15781589,Carpenter,751,Spain,Male,52,8,179291.85
15732674,Fennell,443,Spain,Male,36,6,"569,37.43"
15642291,Fontaine,685,France,Male,23,8,112239.03
15692761,Pratt,718,France,Male,36,9,"459,09.87"
15578045,Mitchell,538,Spain,Female,49,9,173779.25
15745354,Franklin,611,Spain,Female,37,4,125696.26
15701376,K'ung,668,Germany,Male,37,10,159585.61
15691625,Ko,537,Germany,Female,41,3,106761.47
15566594,McKenzie,709,Spain,Male,23,10,129590.18
15760431,Pino,850,France,Male,38,1,"800,06.65"
15686302,Fisk,745,Spain,Female,31,3,140451.52
15801559,Chiang,693,Germany,Female,41,9,187929.43
15810432,Moseley,795,Spain,Male,35,8,167155.36
15809616,Hsiung,626,Spain,Male,26,8,191420.71
15720559,Heath,487,Germany,Female,61,5,"113,84.45"
15695632,Dellucci,556,France,Female,39,9,"948,98.1"
15659843,Li,643,France,Female,46,6,106781.59
15615624,De Salis,605,France,Female,28,6,159508.52
15810418,T'ang,756,Germany,Female,60,3,"935,24.19"
15716186,Richardson,586,France,Female,38,2,"871,68.46"
15674551,Fitch,535,Germany,Male,40,7,"812,8.32"
15622834,Stevenson,678,France,Female,35,4,125518.32
15566111,Estes,596,France,Male,39,9,"489,63.59"
15784597,Lattimore,648,France,Male,26,9,"983,68.24"
15652883,Chung,492,Germany,Male,39,10,148584.61
15806964,Utz,702,France,Male,45,0,"274,74.81"
15576313,Wei,486,Germany,Female,40,9,"761,92.21"
15806467,Boyle,568,Germany,Male,40,1,134600.94
15597602,Nwachinemelu,619,Germany,Male,57,3,"724,67.99"
15743040,Kuznetsova,724,Germany,Male,41,2,199645.45
15705521,Pisani,548,Germany,Female,33,0,"427,49.85"
15595039,Manna,545,Germany,Female,37,8,136050.44
15799384,Collier,683,France,Male,33,8,"735,64.44"
15581197,Ricci,762,France,Female,51,3,"855,78.63"
15693737,Carr,627,Germany,Female,30,4,129826.89
15624623,Hs?,516,France,Male,35,10,119666.00
15783501,Findlay,800,France,Female,38,2,"680,52.08"
15690134,Hughes,464,Germany,Female,42,3,164104.74
15782735,Chukwuemeka,626,France,Female,35,3,"801,90.36"
15611088,Genovese,790,France,Female,31,9,"841,26.75"
15672145,Swift,534,France,Female,34,7,"701,79.0"
15732628,Ugoji,745,France,Male,46,2,118024.10
15787470,Parkinson,553,Spain,Male,47,3,145704.19
15803406,Ross,748,France,Female,26,1,183049.41
15730460,Oleary,722,France,Male,37,2,120906.83
15644572,Turnbull,501,France,Male,40,4,100433.83
15694860,Uspensky,675,France,Female,38,6,138777.00
15658169,Cook,778,Spain,Female,47,6,124694.99
15794396,Newbold,494,Germany,Female,38,7,"400,84.32"
15785798,Uchechukwu,850,France,Male,40,9,119232.33
15710825,Ch'en,592,Spain,Male,31,7,"439,21.36"
15668444,He,590,Spain,Female,44,3,"622,22.81"
15726631,Hilton,758,France,Female,39,6,"565,77.0"
15733797,Sal,506,France,Male,36,5,164253.35
15747960,Eluemuno,733,France,Male,33,3,"766,6.73"
15634632,Titus,711,France,Male,38,3,"684,87.51"
15707362,Yin,514,Germany,Male,43,1,199273.98
15662976,Lettiere,637,Spain,Male,37,8,186062.36
15732778,Templeman,468,Germany,Male,29,1,195711.16
15718443,Chibuzo,539,France,Male,39,3,"366,92.17"
15670039,Sun,509,Spain,Female,25,3,106920.57
15773792,Evans,662,France,Female,32,4,"487,25.68"
15613786,Ogbonnaya,818,Spain,Male,26,4,167036.94
15726032,Enyinnaya,608,France,Male,33,9,"687,77.26"
15663252,Olisanugo,850,Spain,Female,32,9,"189,24.92"
15593782,Brookes,816,Germany,Female,38,5,"719,05.77"
15633283,Padovano,536,France,Male,35,8,"648,33.28"
15749167,Fisk,753,France,Male,35,3,184843.77
15759298,Shih,631,Spain,Male,27,10,176730.02
15683625,Hare,703,France,Male,37,1,"206,29.4"
15635367,Muir,774,France,Male,26,2,"284,15.36"
15681705,Fanucci,785,France,Male,28,8,"772,31.27"
15603156,Elewechi,571,France,Female,33,1,102750.70
15591986,Johnston,621,Germany,Male,46,6,"345,80.8"
15798888,Pisano,605,Germany,Female,31,1,183598.77
15809722,Ankudinov,611,France,Female,40,8,147358.27
15677538,Nwokike,569,France,Male,38,7,108469.20
15797736,Smith,658,France,Male,29,4,"206,12.82"
15695585,Atkins,788,Spain,Male,34,6,181196.76
15744398,Burns,525,France,Female,23,5,160249.10
15750658,Obiuto,798,France,Male,37,8,110783.28
15578186,Pirozzi,486,Germany,Male,37,9,144995.33
15676519,George,615,Spain,Male,61,9,150227.85
15637954,Lewis,730,France,Female,35,0,"537,18.28"
15758639,Moran,641,France,Male,37,7,"752,48.3"
15613772,Dalrymple,542,France,Male,39,3,"143,53.43"
15731744,Carslaw,692,France,Male,30,2,130486.57
15807709,Kirby,714,Germany,Female,55,9,100127.71
15714689,Houghton,591,Spain,Male,29,1,196356.17
15699005,Martin,710,France,Female,41,2,"998,3.88"
15624170,Tan,639,France,Female,38,4,118974.77
15725679,Hsia,531,France,Female,47,6,194998.34
15585865,Westerberg,673,France,Female,38,2,134901.34
15804256,Hale,765,Germany,Male,36,8,"729,24.56"
15662403,Kryukova,622,France,Female,32,6,101057.95
15733616,Sopuluchukwu,806,France,Male,40,5,142838.64
15591995,Barry,757,Germany,Male,26,8,127059.04
15677020,Selezneva,570,France,Female,58,8,116503.92
15727688,Chizuoke,555,Spain,Male,32,4,"544,05.79"
15715941,Lueck,692,France,Male,54,5,"887,21.84"
